country,meanAge,popDen,rain,PerUrb,HCexpend,invSimp,Diabetes,cardioDR,spatLag,reg,trans,pop,PathCompPC2,PathCompPC3,cases,deaths,log_tests,log_cases,log_pop,IDburd_perMil
Nicaragua,27.3,53.72704836,189.548471,58.3132,2050.007191,4.927748,11.47,137.016,28910.148,Amer,comm,6624554,0.2873613852736975,1.038161732042459,5028,172,9.973208657123644,8.522777569710138,15.706293606815699,19184.426317605685
Niger,14.8,17.71765059,14.73404801,16.3658,525.3280062,5.8837,2.42,238.339,3264.68285714286,Afri,comm,24206636,1.7612547520339448,-1.0955757351587896,4623,169,9.184550576418149,8.438799123988225,17.00213736841292,359763.9182495246
Nigeria,18.6,215.064989,95.58444308,49.5082,2217.936761,7.156285,2.42,181.013,2019.52833333333,Afri,comm,206139587,0.5031101129608125,-2.00128249058577,140381,1649,6.295448641586487,11.85211543378091,19.144064104078144,284283.42126250593
North Macedonia,40.6542907895809,82.59151467,55.35752545,57.778,5502.298984,2.505899,10.08,322.688,48305.054,Euro,comm,2083380,0.26779376580438685,-0.13448202297046047,94871,2946,10.699977158779477,11.46027335307133,14.549502132793599,6956.974920561779
Northern Mariana Islands (Commonwealth of the),32.8,123.6565217,566.3958622,91.5312,22625.3029,3.33278,12.2432500000001,203.456846,425.6,WPac,comm,57557,-0.6578594734716616,1.4140886827982015,133,2,11.08501119920931,4.890349128221754,10.960531040115585,13938.715570651702
Norway,39.5,14.54829163,90.33627981,81.8622,75493.11057,2.410796,5.31,114.316,39427.7766666667,Euro,clust,5379475,0.18292222446720124,-0.7803043119530676,64274,576,11.71389893822692,11.070910473864481,15.498101343733252,7273.683969160558
"occupied Palestinian territory, including east Jerusalem",18,133.719360595111,20.33762782,75.8988,3495.614894,4.534656,10.59,265.91,38768.585,EMed,comm,4803269,0.9857907104476714,-0.3269151553595574,173225,1960,10.640078083893881,12.062346606495582,15.38480728574115,9530.582295099442
Oman,26.2,15.6041454,6.906469167,83.4784,15528.42193,4.314298,12.61,266.342,15428.0966666667,EMed,comm,5106622,0.6357040312963194,-0.31746527902798227,135989,1537,11.089095459652341,11.820329279094095,15.446048686834065,9410.723411679972
Pakistan,22,275.2893187,26.13547042,36.455,1391.424619,3.220858,8.35,423.031,10705.7333333333,EMed,comm,220892331,2.5518431614761106,0.32968730690638276,555544,11928,8.795161386557508,13.227703092845832,19.213185950721147,91157.5063690192
Panama,30.1,56.18607748,210.8381772,67.3712,14889.64139,4.199283,8.33,128.346,20443.122,Amer,comm,4314768,-0.36752705481408954,1.0358053758201522,327090,5480,11.115855771538609,12.697990641368538,15.277554115121433,21425.481520675043
Papua New Guinea,24,19.00436338,256.4114731,13.1166,2702.954647,5.871886,17.65,561.494,9478.30166666667,WPac,comm,8947027,1.8802395691615468,2.5277455061244067,904,9,9.992983390906584,6.806829360392176,16.0068318562965,154280.83976945636
Paraguay,29.7,17.50835892,96.10503349,61.308,5525.43392,3.608851,8.27,199.128,32142.656,Amer,comm,7132530,-0.7896769985758902,1.1350915963896615,138114,2824,9.801190727869535,11.83583471007383,15.78017656815979,20973.776976752986
Peru,29.1,24.99160625,130.1063933,77.7244,6612.707723,3.274954,5.95,85.755,20829.42,Amer,comm,32971846,-0.7660834500413036,0.3978559551601286,1186690,42303,9.419166151436118,13.98667847688814,17.311164603774724,28148.445986312083
Philippines,24.1,357.6883053,210.877417,46.6994,3187.020952,3.852608,7.07,370.437,8428.89166666667,WPac,comm,109581085,1.2804871570661662,2.5024145063153105,539029,11177,9.51994671650212,13.197524651783304,18.512175335467393,51415.10955106896
Poland,41.9,124.0234822,50.62085638,60.1312,14010.32121,2.5088530000000002,5.91,227.331,61647.616,Euro,comm,37950802,0.33608895678385187,-0.21156181458557474,1560954,39469,10.70679798960826,14.260807730773813,17.451801194652443,9276.787460249192
Portugal,44.6,112.2619412,69.05979978,64.6454,21505.16212,2.402729,9.85,127.842,28556.2666666667,Euro,clust,10305564,-0.028461482938975102,-0.6893873520283169,776112,14510,11.823529866912322,13.562052118647706,16.148194501522273,14747.31593535298
Puerto Rico,43.6,360.0173619,181.7696521,93.5934,31199.00344,3.276853,10.37611,164.807141857143,10990.285,Amer,comm,3194034,-1.8117039174787128,-0.41966829809407663,107361,2108,11.322277264610296,11.583952266618166,14.976795252659736,15924.334659555909
Qatar,33.7,239.5931955,5.061756859,99.0722,61464.64005,3.779874,16.52,176.69,25011.384,EMed,comm,2881060,0.4644762810397298,-0.22824948086583424,154526,251,11.595142806412833,11.948117645951285,14.873668839951852,4316.175636744809
Republic of Korea,43.2,529.3585013,101.9648503,81.5176,30981.42147,2.820981,6.8,85.998,11491.0814285714,WPac,clust,51780579,-0.2629064249289884,0.37200834760574386,82279,1502,9.903245623273603,11.317871190071259,17.762525714148673,8505.793990831968
Republic of Moldova,37.7,94.26443028,43.53737849,42.5826,3571.970053,2.647302,5.72,408.502,31463.636,Euro,comm,2617820,-0.5354747908275292,0.3394676359550781,106985,2309,10.996219657911153,11.580443916701052,14.777852468313627,23865.43807060837
Romania,42.5,84.63380129,55.28317583,53.961,10928.99014,2.548196,9.74,370.946,45182.8971428571,Euro,comm,19286123,0.21914118224451615,-0.15988520313397245,748514,19016,10.743126716982227,13.525845186741718,16.774896379715422,14786.113243185267
Russian Federation,40.3,8.822067953,36.82347051,74.3052,10338.81069,2.777026,6.18,431.297,8265.46,Euro,clust,144104080,-0.5756412132445738,0.15142887282191056,3948019,76663,11.778231022667635,15.188724492087252,18.786046374239987,21742.775596638206
Rwanda,19.7,498.6598703,102.3400335,17.1418,774.5226038,7.638848,4.28,191.375,455.741666666667,Afri,comm,12952209,-0.031966420207077795,-0.9221283798755396,16618,220,9.344253241829014,9.718241724224926,16.37677691071343,104613.94971313387
Saint Lucia,36.9,298.1786885,205.9907469,18.6234,10894.49266,3.382297,11.62,204.62,11088.4,Amer,spor,183629,-0.9630510082903498,1.0573325484247225,2027,19,10.727247461614438,7.614312146452,12.12067269676513,15370.31400813597
Saint Vincent and the Grenadines,35.3,282.5897436,136.433216,51.7866,7205.562908,3.346557,11.62,252.675,10478.9825,Amer,clust,110947,-0.8607973288644408,1.1432048843095655,1283,4,10.496522718235308,7.1569563646156364,11.616807888788324,24844.034638160563
San Marino,45.2,563.0833333,88.3151047307345,97.063,45220.35838,2.398999,5.64,128.515968294506,55966.15,Euro,comm,33938,0.1312931671604804,-0.7944932553054933,3137,69,11.87872053929698,8.051022208190679,10.432290609532771,6815.931613530555
Sao Tome and Principe,19.3,219.8208333,177.2261475,71.927,1799.777888,5.007559,2.42,270.113,3123.66666666667,Afri,comm,219161,0.6027825916016886,0.6445515577242341,1355,22,10.372361504937185,7.2115567333138015,12.29756189851838,44210.625745456535
Saudi Arabia,30.8,15.67665431,5.860535641,83.6224,21557.94767,3.787655,17.72,259.538,26060.16625,EMed,spor,34813867,0.25879211097761073,-0.04793950404804431,370628,6406,11.240125686437228,12.822954143136442,17.365526342385316,11506.774332193547
Senegal,19.4,82.34747832,59.56883689,46.7486,1352.654466,7.190223,2.42,241.219,5719.86,Afri,comm,16743930,1.4844744227357765,-0.003077962365529395,29051,687,8.408997549472176,10.276808185095502,16.633546362497228,105507.17424165056
Serbia,43.4,79.8376858,63.15389821,55.96,6462.192619,2.575244,10.08,439.415,49712.9033333333,Euro,comm,6908224,0.2750425284471265,-0.2310799483023895,406570,4103,11.267159917421722,12.915511394867005,15.748223143895542,9756.946354084641
Seychelles,36.8,210.3521739,135.9992685,56.2604,15911.82818,3.271308,10.55,242.648,6073.84333333333,Afri,comm,98462,-0.08265781489816393,1.5593833809385476,1577,7,10.933757757034272,7.3632795869630385,11.497425965923277,31420.225244256668
Sierra Leone,19.1,105.987171,203.3372919,41.6464,530.1099384,6.026111,2.42,325.721,14744.574,Afri,comm,7976985,1.4264393715050396,-1.1655363920148516,3789,80,9.083615275080318,8.239857411018601,15.892071078485332,275404.0490235346
Singapore,35.6,7952.998418,209.6255116,100,60962.14425,2.384924,10.99,92.243,6916.88571428571,WPac,spor,5685807,-0.15421721116558637,0.06961737622673161,58041,28,10.308544744124326,10.968904936346597,15.553483627599066,11462.99062384636
Slovakia,41.8,113.2855865,63.66602628,53.7802,17809.77652,2.688726,7.29,287.959,57117.674,Euro,clust,5458827,0.2715163232814755,-0.29154218810008026,265768,5382,12.796492014047082,12.490379026742039,15.512744489475873,10039.325556571035
Slovenia,44.9,102.9636605,111.9027647,54.2874,23624.06463,2.693242,7.25,153.493,54737.38,Euro,clust,2100126,0.283191950572662,-0.4562742863847471,176142,3934,11.204330555567534,12.079045766899279,14.557507900893723,6626.587676168002
Somalia,18.5,23.9234769,22.70419026,44.3954,1281.620621081,6.56932,6.05,365.769,4812.34,EMed,comm,15893219,1.9608957091010595,-0.5842948970757622,4863,127,9.020290974550596,8.489410810403786,16.581403098235437,390704.80202909175
South Africa,28,47.63011978,38.30377356,65.846,5903.092181,4.637813,5.52,200.38,14306.6833333333,Afri,comm,59308690,-5.009603834018196,1.4004513798794203,1477498,46498,10.254931473499616,14.205860674623572,17.898266396233264,187363.57538836217
South Sudan,18.6,225.255696198765,83.87234119,19.3608,1119.651333,7.355363,10.43,280.775,1168.02,Afri,comm,11193729,-0.014560964832204079,-1.344753587370962,4612,67,6.663390644839189,8.436416881388949,16.230864268742497,224814.573856487
Spain,43.9,93.67719744,49.68400215,80.0816,28079.45374,2.018317,7.17,99.403,52567.55,Euro,comm,47351567,0.21647001049692466,-1.1102499819954652,2950618,61557,9.667863505324041,14.89752519790114,17.67311047102976,7066.021823522757
Sri Lanka,33.7,345.558922,141.0176748,18.4024,3948.153342,3.460558,10.68,197.093,9020.74,SEAs,clust,21919000,0.07036702280714385,1.6152139368472878,71894,373,9.406449689243171,11.182948090992008,16.902864398565487,14570.993576349287
Sudan,18.3,190.138915501411,20.71728683,34.3926,1077.248251,5.800546,15.67,431.388,870.203333333333,EMed,comm,43849269,1.0227530303400725,-0.07387654290029166,29861,1842,9.515946346996097,10.304308560150634,17.59626860617601,47212.80331948065
Suriname,31,3.692224359,191.7774798,66.0584,6422.742487,4.262997,12.54,258.314,21285.066,Amer,comm,586634,-1.2469602845219339,0.12225257926281607,8671,161,10.12449187328739,9.06773940337716,13.282156394977752,29181.631579485675
Sweden,41.1,24.98149812,56.04342372,87.138,52701.24611,2.222294,4.79,133.982,34354.2771428571,Euro,comm,10353442,-0.20141905596516535,0.0034953058891007693,602860,12424,12.044630077522683,13.309440276282144,16.152829582776178,6575.023485909324
Switzerland,42.7,215.4653505,127.1149784,73.7728,81503.13181,2.238162,5.59,99.739,57037.58,Euro,comm,8636896,-0.0502771744273989,-0.7245179132836498,531463,8853,11.306845056695273,13.183388860041799,15.97155381697191,5509.302222696672
Syrian Arab Republic,23.5,92.06710777,22.83998221,53.4972,3870.70069264331,4.422995,9.35543000000003,376.264,41451.035,EMed,comm,17500657,0.7689941793721955,-0.3076531108109565,14543,963,10.521943686398963,9.58486505717771,16.67774898104617,11386.758182849935
Tajikistan,25.3,65.57271417,43.76687981,27.0036,847.0129108,3.226007,7.11,427.698,6960.435,Euro,comm,9537642,0.9103845246880545,0.42697872535214965,13715,95,10.481769046311234,9.526245403371703,16.070756843061655,42505.820851736724
Thailand,39,135.8972068,130.2134678,49.1966,6705.882145,3.638516,7.04,109.861,2711.196,SEAs,clust,69799978,-0.4171742806520078,1.4936028223338382,23732,70,8.81448301129371,10.074579627378533,18.061144252546306,30992.08071383633
The United Kingdom,40.6,274.7089819,103.6380205,83.141,42354.74561,2.455429,4.28,122.137,40472.1033333333,Euro,comm,67215293,0.2257707687728615,-0.7700564469520782,3920668,111712,12.212000848957649,15.181772605412089,18.023411354007013,10285.12591323525
Togo,20,145.0467733,97.00906484,41.168,630.7471811,5.85575,6.15,280.033,2342.93,Afri,comm,8278737,0.8358687307426291,-1.8365486175855115,5497,83,8.545386401466882,8.61195776786066,15.929200978494725,177674.53960670572
Trinidad and Tobago,37.8,270.9274854,133.2558428,53.229,17046.54795,3.169138,10.97,228.467,5496.5175,Amer,comm,1399491,-1.2332703873297046,1.0751547612168888,7616,134,9.215511379243415,8.938006576471201,14.1516191570488,18078.477217788466
Tunisia,32.7,74.44132338,22.15569814,68.6486,3559.418157,4.266479,8.52,318.991,47147.4516666667,EMed,comm,11818618,0.3411193983040947,-0.2569238044766742,217758,7257,7.140637653634863,12.291139633419897,16.28518664263272,9659.493377313658
Turkey,32.2,106.9601289,47.59197157,74.6324,10215.03956,3.060982,12.13,171.285,34591.4728571429,Euro,comm,84339067,0.4356555478131593,0.17837524959423237,2539534,26904,11.098297112275217,14.747491157596107,18.25035574385489,8939.688370040898
Uganda,15.7,213.0617345,105.5349147,23.203,777.8102211,5.688672,2.5,213.333,899.8525,Afri,comm,45741000,-0.5339137586990671,-0.9951362618468422,39840,320,8.160857618456088,10.592626711698534,17.638505609022154,158132.817603463
Ukraine,41.2,77.0296708,47.14680837,69.2572,2741.783444,2.709627,7.11,539.849,41095.955,Euro,comm,44134693,-0.6067822658108563,0.28154767104187917,1261105,24009,9.915689900150376,14.047498878728748,17.60275672048161,23105.9336699136
United Arab Emirates,38.4,135.6091101,4.720580513,86.2396,40878.5428,2.324384,17.26,317.84,24470.6875,EMed,comm,9890400,-0.0012369186948725797,1.0435727662474716,329291,930,12.76417799904792,12.704697137289477,16.107075147674855,7356.492099409529
United Republic of Tanzania,18.2,63.5790788,81.42914897,33.0558,1020.473123,7.835872,5.75,217.288,1809.12714285714,Afri,comm,59734213,0.5830832608957328,-1.0643133734918981,538,0,8.431736702270813,6.2878585601617845,17.90541549629106,142027.64019005324
United States of America,38.5,35.71362209,55.8877625,82.0612,60629.43539,2.52554,10.79,151.089,19751.58,Amer,comm,329484123,-0.6279638143304076,-0.27427567393310975,26623635,457983,12.06749038730397,17.097309913074,19.613038725616914,8787.689448089126
United States Virgin Islands,35.5,305.6485714,127.860702745287,95.5972,35555.5687,2.615329,9.25298000000002,155.799496,10903.5783333333,Amer,comm,106290,-1.5133534643956437,0.6998555971881093,2510,24,11.566289270432659,7.828038032125829,11.573926486527627,13995.99490074325
Uruguay,30.1,19.70802765,110.6826119,95.2378,16358.23055,2.481942,6.93,160.708,29341.056,Amer,comm,3473727,-0.8499159104190642,0.2009943022048679,45311,490,10.48963526397636,10.721305107600823,15.060738638930209,13542.012394756412
Uzbekistan,23,77.47085096,17.5447076,50.5722,2052.663052,3.147205,7.57,724.417,11255.2,Euro,clust,34232050,0.4849847944012299,0.12516858073613296,80993,650,10.485931931947588,11.302118010167087,17.348672897699362,33034.997611887105
Venezuela (Bolivarian Republic of),30,32.73079191,163.4057516,88.19,7841.15110107352,5.530943,6.47,204.85,21366.4457142857,Amer,comm,28435943,0.5535006960340301,1.0930912308367176,130123,1223,10.066198429748257,11.776235435962457,17.163164501528165,20658.50601824599
Viet Nam,31.9,308.1252459,153.6768327,35.2158,2384.962135,3.120298,6,245.465,2486.655,WPac,clust,97338583,0.5814705229084721,2.799852258346779,2044,0,6.0543665736684575,7.622663951323595,18.393706005041516,23499.80587862061
Yemen,19.8,53.97785291,14.33384929,36.0204,1059.940298,5.355027,5.35,495.003,19831.7333333333,EMed,comm,29825968,1.6367523128928685,0.05515892538792358,2147,626,9.5423727577443,7.671826797878781,17.210889981414862,59974.447736281356
Zambia,16.9,23.3414789,78.59351564,42.9828,1394.93894,7.925194,3.94,234.499,2169.45857142857,Afri,comm,18383956,-1.6705503280751637,-1.308929281750107,62671,846,8.93602601877191,11.04565409968947,16.726988885682257,191778.74049524486
Zimbabwe,20.5,37.32459093,51.95784237,32.2674,1521.110227,5.685164,1.82,307.846,6132.498,Afri,comm,14862927,-2.3031225035834266,-0.39239210437158306,34660,1338,8.288196795574292,10.453341563269596,16.514380549593707,205352.562789281
