country,reg,trans,HIV.AIDS,Malaria,density,latitude,longitude,rainfall,temp,GDPpc,PerUrb,Diabetes_prevalence,cardioDR,Hospital_beds_per_thousand,PropOver_70,AirConnectivityIndex,IHME_meanExcessDeaths,IHME_lowerCIExcessDeaths,IHME_upperCIExcessDeaths,WHO_meanExcessDeaths,WHO_lowerCIExcessDeaths,WHO_upperCIExcessDeaths,pscore.mean,pscore.mean.se,lag_rate,pop,PathCompPC1,PathCompPC2,PathCompPC3,cases,deaths,log_tests,log_cases,log_pop,IDburd_perMil,Vaccinated_perMil
Niger,Afri,comm,0.001714547,0.255381601,17.71765059,17.607789,8.081666,14.73404801,27.8633484,525.3280062,16.3658,2.42,238.339,0.3,2.596711426,0.02,18100,10300,27700,34338.61795,-59667.47147,148712.0833,9.323199042,0.099131537,9.313987934714286,24206636,1.186411196782209,1.56325954248523,-0.3033831697063624,4621,166,8.477455400601341,8.438366410870266,17.00213736841292,359763.9182495246,47409.27239951888
Nigeria,Afri,comm,0.009325619,0.195334405,215.064989,9.081999,8.675277,95.58444308,27.27292564,2217.936761,49.5082,2.42,181.013,1.04,2.743083338,0.02,163000,93500,238000,186433.5486,-611603.6739,1152126.349,5.64732155,0.098510432,8.193876245166667,206139587,1.4106380365919051,0.10453989816110196,-1.9050445779374787,140391,1674,6.295448641586487,11.852186665955088,19.144064104078144,284283.42126250593,47677.44586584429
Niue,WPac,No_cases,0.001545632,0,19.9446031,-19.054445,-169.867233,185.949474,27.73741699,5525.43392,66.0584,9.19,348.977,1.7,9.054964064,0.01,526,7860,-1090,-4.974455247,-41.4477878,60.7376983,-12.74289747,0.508519675,-3.82816558125,1680,0.2974021210610883,-0.8522589735215413,1.0685814681876584,0,0,6.0543665736684575,-Inf,7.426549072397305,30583.066595238095,502263690.47619045
North Macedonia,Euro,comm,5.54e-5,0,82.59151467,41.608635,21.745275,55.35752545,10.51739888,5502.298984,57.778,10.08,322.688,4.28,14.08542237,0.08,20200,19100,21200,15357.40057,11879.78701,18732.9303,30.27466802,0.030267544,20.73596561,2083380,-1.7539654064116523,0.4804000692144042,0.16564951268480382,94871,2946,10.699977158779477,11.46027335307133,14.549502132793599,6956.974920561779,4523129.241904981
Northern Mariana Islands (Commonwealth of the),WPac,spor,3.46218e-4,0,123.6565217,-29.040835,167.954712,566.3958622,27.73741699,22625.3029,91.5312,8.33,199.941,5.2,14.94124043,0.02,31,18,44,3374.426148,-167.7945652,6158.460566,6.009649276,0.123606751,-2.109609877,57557,0.15923896198934523,-1.0821718017934023,0.8718261662771901,133,2,11.710703354847498,4.890349128221754,10.960531040115585,13938.715570651702,1751793.8738989176
Norway,Euro,clust,6.80355e-4,0,14.54829163,60.472024,8.468946,90.33627981,1.726859776,75493.11057,81.8622,5.31,114.316,3.6,17.27266592,0.07,742,-4,1630,-101.1603177,-3162.518062,2897.413933,0.062864969,0.011914582,5.782161250833333,5379475,-2.160417825420209,0.4925911603945032,-0.4470820126433335,64273,578,11.71389893822692,11.070894915352808,15.498101343733252,7273.683969160558,797635.82877511275
"occupied Palestinian territory, including east Jerusalem",EMed,comm,4.12e-5,0,88.53057004,31.354676,34.308825,20.33762782,20.26481766,3495.614894,75.8988,10.59,265.91,1.3,3.156243813,0.07,12600,10600,15300,7752.850354,-167.7945652,3918.94513,17.41487932,0.005362288,14.902230951,4803269,-0.7799289789619294,1.219996647586275,-0.5095872199283991,173225,1957,9.419166151436118,12.062346606495582,15.38480728574115,9530.582295099442,390080.5888656246
Oman,EMed,comm,6.10563e-4,0,15.6041454,21.512583,55.923255,6.906469167,26.04229615,15528.42193,83.4784,12.61,266.342,1.6,2.448589805,0.04,12300,11500,12900,11499.52088,8828.830071,14073.15761,36.00693952,0.03829293,14.545331523333331,5106622,-1.2160717633017963,0.8876872978201076,-0.2519654861360114,135990,1535,8.793738580577,11.820336632603004,15.446048686834065,9410.723411679972,612411.8840203955
Pakistan,EMed,comm,3.48965e-4,0.005727898,275.2893187,30.375321,69.345116,26.13547042,20.47787865,1391.424619,36.455,8.35,423.031,0.6,4.322407709,0.03,664000,498000,847000,230440.2772,-596122.1796,1216860.879,7.120916641,0.093625291,20.570428385166664,220892331,0.4662421438722705,2.979535453166627,-0.14268036627874137,555511,12025,8.795161386557508,13.227643689845964,19.213185950721147,91157.5063690192,430835.4915227908
Palau,WPac,No_cases,0.001700677,0,38.92826087,7.51498,134.58252,259.6661422,27.94168622,15830.43282,79.3398,16.74,303.74,1.9,7.483272654,0.03,1480,100,144,-40.39034548,-229.8614771,187.8257054,-9.836859343,0.180604051,5.731521080666667,18092,0.2639654989203559,-1.230052303390933,1.023427355071482,0,0,10.743126716982227,-Inf,9.803225130597733,48097.440266416095,3591532.1689144373
Panama,Amer,comm,0.005351531,0.001318714,56.18607748,8.537981,-80.782127,210.8381772,25.56950256,14889.64139,67.3712,8.33,128.346,2.3,8.313836605,0.03,10200,8840,11300,7642.596732,5187.38195,10292.75921,17.92538954,0.03219297,25.885732172,4314768,0.517845862029255,-0.6143526337512104,0.3303839250895549,327091,5480,11.115855771538609,12.69799369862639,15.277554115121433,21425.481520675043,724542.0843020992
Papua New Guinea,WPac,comm,0.009338012,0.041158527,19.00436338,-6.314993,143.95555,256.4114731,25.21211859,2702.954647,13.1166,17.65,561.494,0.7,3.509425418,0.01,15600,10400,22200,761.1545424,-28245.2832,36324.9714,0.60044631,0.089412157,-3.004118202,8947027,4.935610505286251,1.092839550907803,2.854610938246228,900,9,5.873179197813224,6.802394763324311,16.0068318562965,154280.83976945636,31908.476413449964
Paraguay,Amer,comm,0.00241368,0,17.50835892,-23.442503,-58.443832,96.10503349,23.65548429,5525.43392,61.308,8.27,199.128,1.3,6.620824696,0.02,22500,21600,23300,19817.34582,15072.46811,24377.32869,27.80546533,0.031057259,21.0971531094,7132530,0.03920247205779703,-1.157644010921674,0.5284312270578305,138118,2826,9.801190727869535,11.835863671236913,15.78017656815979,20973.776976752986,486288.45584946714
Peru,Amer,comm,0.00257009,0.003222397,24.99160625,-9.189967,-75.015152,130.1063933,19.75511154,6612.707723,77.7244,5.95,85.755,1.6,8.39347886,0.02,349000,328000,367000,289667.5495,270663.0332,308585.1584,98.08047988,0.047135199,22.753022723714285,32971846,-0.5875494872581666,-0.9861222509680126,-0.007340132105540409,1186698,42308,9.419166151436118,13.986685218305894,17.311164603774724,28148.445986312083,752970.0338889124
Philippines,WPac,comm,0.002679448,1.17346e-4,357.6883053,12.879721,121.774017,210.877417,25.91275321,3187.020952,46.6994,7.07,370.437,1,5.31499622,0.03,184000,175000,197000,185252.7962,128159.9439,243748.3849,11.3314907,0.022124228,2.7975343310000005,109581085,2.592992838874823,0.8870000003853384,1.6434448610034091,538995,11231,9.51994671650212,13.19746157341026,18.512175335467393,51415.10955106896,547546.6956728891
Poland,Euro,comm,4.28524e-4,0,124.0234822,51.919438,19.145136,50.62085638,8.667609712,14010.32121,60.1312,5.91,227.331,6.62,18.11689725,0.08,214000,210000,218000,157530.5183,121552.5705,193245.8041,18.36260353,0.016666418,13.7953618364,37950802,-1.8141638058397649,0.5903450376289212,0.1186481319087881,1560970,39468,10.70679798960826,14.26081798086318,17.451801194652443,9276.787460249192,569838.576797402
Portugal,Euro,clust,0.003869877,0,112.2619412,39.399872,-8.224454,69.05979978,15.47696051,21505.16212,64.6454,9.85,127.842,3.39,22.35669072,0.06,40400,38100,42400,20447.23093,4031.458874,36640.08683,8.690969753,0.024981311,7.623658065333332,10305564,-2.0727892901760523,0.287674195884745,-0.3968179909612157,776117,14507,11.823529866912322,13.562058560996096,16.148194501522273,14747.31593535298,913501.6773463344
Puerto Rico,Amer,comm,0.002364417,0,360.0173619,18.220833,-66.590149,181.7696521,25.59597179,31199.00344,93.5934,10.71,109.135,3.4,19.69708953,0.07,6000,5040,6950,5581.839604,-751.036451,633.3205232,21.77100228,0.02124984,3.098843652285714,3194034,-0.7154599799006611,-2.300647810242162,-1.036192046634914,107360,2108,12.196144388083386,11.58394295220551,14.976795252659736,15924.334659555909,16058999.058870383
Qatar,EMed,comm,5.48e-5,0,239.5931955,25.354826,51.183884,5.061756859,27.9660516,61464.64005,99.0722,16.52,176.69,1.2,1.523163117,0.05,1560,1170,1800,1539.09739,1052.737135,2009.387889,16.31763665,0.019606595,11.5630413834,2881060,-1.4230570593295715,0.6767545730399372,-0.12745600139931346,154525,251,11.595142806412833,11.948111174527474,14.873668839951852,4316.175636744809,844031.0163620333
Republic of Korea,WPac,clust,5.87137e-4,1.56861e-4,529.3585013,35.907757,127.766922,101.9648503,8.851511522,30981.42147,81.5176,6.8,85.998,12.27,15.0601769,0.05,4630,-658,9580,6288.017053,-17973.01457,30148.88066,1.07259583,0.013227631,9.442001471857141,51780579,-0.9585863116828188,-0.336305457346905,0.25292942292373227,82300,1497,9.903245623273603,11.318126386665162,17.762525714148673,8505.793990831968,846273.1944345388
Republic of Moldova,Euro,comm,0.002341127,0,94.26443028,47.411631,28.369885,43.53737849,10.38536875,3571.970053,42.5826,5.72,408.502,5.8,12.01311911,0.06,16500,15100,18100,18157.57116,11994.93593,24020.12335,22.93031355,0.032061992,22.817703666000003,2617820,-1.3308926918693484,-0.5712000918318328,0.38313942357827835,106984,2308,11.267159917421722,11.580434569552633,14.777852468313627,23865.43807060837,386921.56068790064
Romania,Euro,comm,7.89046e-4,0,84.63380129,45.943161,24.96676,55.28317583,9.690750032,10928.99014,53.961,9.74,370.946,6.892,18.79006579,0.07,119000,115000,125000,106911.7755,81039.07987,131964.72,20.50332837,0.020269182,21.39356618,19286123,-1.763813651078258,0.4407786789072796,0.1346546262164125,748517,19009,10.743126716982227,13.525849194674754,16.774896379715422,14786.113243185267,308086.8041752093
Russian Federation,Euro,clust,0.008151725,0,8.822067953,61.52401,105.318756,36.82347051,-5.255762756,10338.81069,74.3052,6.18,431.297,8.05,15.09412523,0.05,1070000,1060000,1080000,1072325.893,941659.2076,1198577.542,30.82834537,0.015908857,8.337091215,144104080,-1.450892938914368,-0.4433203608056189,0.252516053086533,3948068,76624,11.778231022667635,15.18873690329802,18.786046374239987,21742.775596638206,508400.4908119187
Rwanda,Afri,comm,0.017032168,0.128716157,498.6598703,-1.940278,29.873888,102.3400335,20.01248558,774.5226038,17.1418,4.28,191.375,0.8,3.028253062,0.02,21900,17500,27500,5401.110431,-26398.37073,44568.92489,4.144580864,0.093359107,5.989457212833334,12952209,2.8397652900483523,-0.4539261505121366,-1.9737973717125004,16621,223,9.344253241829014,9.71842223507111,16.37677691071343,104613.94971313387,587641.3822537917
Saint Kitts and Nevis,Amer,spor,0.008900809,0,201.6846154,17.357822,-62.782998,197.702842,25.20702949,19041.94034,30.793,12.84,190.968,2.3,16.23099033,0.04,30,-50,74,-207.1980943,-603.6417873,267.7198166,-19.46120961,0.303498815,6.867663096666666,53192,-1.0635316382921072,-1.6599053881855217,0.34899176149455086,40,0,11.595142806412833,3.6888794541139363,10.88166328808229,44768.527240938485,1052413.8968265904
Saint Lucia,Amer,spor,0.002158283,0,298.1786885,13.909444,-60.978893,205.9907469,26.38101282,10894.49266,18.6234,11.62,204.62,1.3,10.03501286,0.04,501,286,710,369.9151224,-661.1329075,1567.628439,11.40975648,0.120236372,7.512196509999999,183629,-0.1298731745843229,-1.3513976353450787,0.5058222155925967,2027,19,7.888248975701147,7.614312146452,12.12067269676513,15370.31400813597,137097.08161564896
Saint Vincent and the Grenadines,Amer,clust,0.003997978,0,282.5897436,12.984305,-61.287228,136.433216,27.39501731,7205.562908,51.7866,11.62,252.675,2.6,9.740570943,0.04,234,121,361,493.5386721,-210.2340657,1348.588352,26.37419713,0.325509009,-1.289571655,110947,-0.03508659371941775,-1.1953739255738252,0.6087725342807775,1283,4,9.51994671650212,7.1569563646156364,11.616807888788324,24844.034638160563,224287.27230118884
Samoa,WPac,No_cases,0.001260556,0,69.30388693,-13.759029,-172.104629,258.0466173,27.58954712,4191.027702,18.4692,9.21,348.977,1.7,4.365895341,0.02,5130,1030,12000,-88.59100334,-808.1643765,752.3068803,-3.588583904,0.107618275,-2.81061614025,198410,0.9867030104626804,0.08635078739469028,1.4436929275793609,3,0,6.295448641586487,1.0986122886681098,12.198090875788516,31679.141928330228,12255954.840985836
San Marino,Euro,comm,7.47149e-4,0,563.0833333,43.94236,12.457777,43.53737849,8.678213269,45220.35838,97.063,5.64,168.711,3.8,21.94147013,0.04,118,100,138,170.522567,70.57474417,263.238539,28.82952472,0.069081497,10.186740309666666,33938,-2.0893367864323302,0.4212939651470446,-0.49010636419336906,3137,69,11.66691035391208,8.051022208190679,10.432290609532771,6815.931613530555,25115887.795391593
Sao Tome and Principe,Afri,comm,1.40989e-4,0.011155871,219.8208333,0.18636,6.613081,177.2261475,23.93371699,1799.777888,71.927,2.42,270.113,2.9,2.960159214,0.02,235,157,303,190.8957738,-480.0543702,993.2176508,9.669242629,0.12193492,6.369278427,219161,0.10845413498892381,0.46502310488370735,0.5172013907724443,1355,22,9.975469738234604,7.2115567333138015,12.29756189851838,44210.625745456535,407061.4753537354
Saudi Arabia,EMed,spor,3.07934e-4,5.89e-5,15.67665431,23.885942,45.079162,5.860535641,25.50970032,21557.94767,83.6224,17.72,259.538,2.7,3.4128866,0.04,32900,21100,41600,17549.65016,-55013.51608,105937.1348,6.345252969,0.101271792,15.757032295,34813867,-1.0142622110638062,0.3304998291656113,-0.1237370178623601,370634,6406,11.240125686437228,12.82297033174452,17.365526342385316,11506.774332193547,270679.4105923367
Senegal,Afri,comm,0.00320758,0.024813762,82.34747832,14.497401,-14.452362,59.56883689,28.63098878,1352.654466,46.7486,2.42,241.219,0.5,3.098476445,0.02,38600,31900,50000,16504.08343,-27249.48971,70758.28214,9.53438194,0.095322456,10.336686456166666,16743930,2.877533231654174,1.2465770628301422,-1.2636145464644866,29057,689,8.408997549472176,10.277014697108353,16.633546362497228,105507.17424165056,79127.00303931037
Serbia,Euro,comm,2.75034e-4,0,79.8376858,44.016521,21.005859,63.15389821,11.05039516,6462.192619,55.96,10.08,439.415,5.609,18.74050342,0.08,37400,35200,40700,55643.47862,41188.21211,69532.24628,23.86494271,0.02613263,23.136354974999996,6908224,-1.8177670900151992,0.511099508237989,0.08111321008646522,406572,4106,11.267159917421722,12.915516314057012,15.748223143895542,9756.946354084641,478672.5213310976
Seychelles,Afri,comm,0.001080556,0,210.3521739,-4.679574,55.491977,135.9992685,27.40689231,15911.82818,56.2604,10.55,242.648,3.6,7.805481947,0.01,116,98,144,6.93491496,-309.6013977,356.8711445,0.337381827,0.120628434,8.014989582666665,98462,0.4922494117524208,-0.4052556131249465,0.9441992023722314,1577,7,8.793738580577,7.3632795869630385,11.497425965923277,31420.225244256668,852511.6288517398
Sierra Leone,Afri,comm,0.010028082,0.346189436,105.987171,8.460555,-11.779889,203.3372919,26.42637981,530.1099384,41.6464,2.42,325.721,0.8,2.947736623,0.02,7570,4980,10300,7884.755713,-25490.57407,48017.79493,6.167185697,0.099441302,11.9154878972,7976985,1.8179533817044162,0.9691306401651649,0.4154352102194026,3789,79,8.275890251948582,8.239857411018601,15.892071078485332,275404.0490235346,92342.15684246617
Singapore,WPac,spor,8.67257e-4,0,7952.998418,1.352083,103.819836,209.6255116,27.80535833,60962.14425,100,10.99,92.243,2.4,12.39312948,0.04,-1770,-2360,-1090,1474.879264,-851.1548508,3792.581436,2.63359223,0.013763154,4.861171238625,5685807,-1.5605164473676871,-0.07472056163665475,0.23504625149676392,58041,28,10.308544744124326,10.968904936346597,15.553483627599066,11462.99062384636,852238.2135024985
Slovakia,Euro,clust,6.65e-5,0,113.2855865,48.669026,19.699024,63.66602628,8.452958686,17809.77652,53.7802,7.29,287.959,5.82,16.17236389,0.09,25400,23800,26600,24320.15568,18712.34786,29809.49651,21.77100228,0.021308244,17.729494924,5458827,-1.8562803828957444,0.5110821306559077,0.02257963641431182,265767,5381,12.796492014047082,12.490375264054727,15.512744489475873,10039.325556571035,462489.28570185497
Slovenia,Euro,clust,1.38307e-4,0,102.9636605,46.151241,14.995463,111.9027647,9.677380513,23624.06463,54.2874,7.25,153.493,4.5,20.18628401,0.09,6980,6070,7830,5581.839604,2486.682903,8564.082751,13.11503811,0.028179289,17.280310688,2100126,-1.9647726000256707,0.5547968755150692,-0.12460501175121072,176141,3934,11.204330555567534,12.079040089645481,14.557507900893723,6626.587676168002,593899.604118991
Solomon Islands,WPac,No_cases,0.001142362,0.029281855,23.32468739,-9.64571,160.156194,252.0202801,25.76576827,2308.1258,23.2856,18.68,459.78,1.4,4.86738926,0.02,659,319,987,-60.12428294,-2484.075118,2889.399023,-0.613666221,0.095605909,-0.8065984401666666,686878,2.807491170108891,0.3743939913045789,0.7509913282182532,18,0,6.663390644839189,2.8903717578961645,13.4399119717374,94169.44968393224,356143.3034687383
Somalia,EMed,comm,0.001984269,0.046994458,23.9234769,5.152149,46.199616,22.70419026,27.27487115,1431.776971,44.3954,6.05,365.769,0.9,2.889203812,0.02,89000,45800,153000,35460.52124,-51577.64402,141169.6514,10.52854306,0.100367925,6.588569434166665,15893219,2.719626081848616,1.8968750628665136,-1.9052348651005024,4862,134,8.160857618456088,8.48920515487607,16.581403098235437,390704.80202909175,68922.97903904803
South Africa,Afri,comm,0.14745607,8.26249e-4,47.63011978,-30.559482,22.937506,38.30377356,18.2151142,5903.092181,65.846,5.52,200.38,2.32,5.415255608,0.04,302000,287000,332000,238671.0072,200956.9651,275484.2504,22.33018135,0.014442372,9.736858189166666,59308690,1.6674483065584687,-3.1128618577121765,0.6407827890817936,1477511,46473,10.254931473499616,14.205869473243137,17.898266396233264,187363.57538836217,318451.9502959853
South Sudan,Afri,comm,0.012532606,0.167248732,72.19128289,6.877,31.307,83.87234119,27.82378718,1119.651333,19.3608,10.43,280.775,3.8,3.376805137,0.02,14700,8460,24000,9166.161761,-34921.23798,62553.95653,5.11286671,0.092715239,5.437012613166667,11193729,1.715276762788997,-0.3340533520301567,-1.066036206331834,4609,65,6.663390644839189,8.435766192720509,16.230864268742497,224814.573856487,21152.55782947756
Spain,Euro,comm,0.00237485,0,93.67719744,40.463667,-3.74922,49.68400215,13.90396801,28079.45374,80.0816,7.17,99.403,2.97,19.64782295,0.08,162000,157000,166000,103936.985,54120.09847,152580.0953,12.13822116,0.02124984,12.347576815833332,47351567,-2.3802866550798827,0.632943085913013,-0.7244245088128876,2950613,61578,9.667863505324041,14.897523503339446,17.67311047102976,7066.021823522757,837880.7400397118
Sri Lanka,SEAs,clust,9.66e-5,0,345.558922,7.873054,80.771797,141.0176748,27.25148782,3948.153342,18.4024,10.68,197.093,3.6,10.83880576,0.02,12900,7670,18100,-8831.176397,-55267.96922,42839.95758,-2.593505486,0.081781689,8.066908077857143,21919000,0.7708074657998032,-0.2911966319132203,0.9207417729422439,71894,374,9.406449689243171,11.182948090992008,16.902864398565487,14570.993576349287,731568.5022126922
Sudan,EMed,comm,0.002744309,0.038065308,17.71765059,12.862807,30.217636,20.71728683,27.77713558,1077.248251,34.3926,15.67,431.388,0.8,3.627317326,0.02,83600,59900,100000,37998.63271,-84969.61737,185435.1844,7.828250469,0.095786542,8.733547018333331,43849269,-0.24410479623909176,1.1459560669512405,0.07473812299260091,29851,1835,8.649776559807759,10.303973619097128,17.59626860617601,47212.80331948065,67357.47407784608
Suriname,Amer,comm,0.006383747,0.001517985,3.692224359,3.919305,-56.027783,191.7774798,26.09988301,6422.742487,66.0584,12.54,258.314,3.1,7.015129728,0.02,2590,1370,3790,726.5412487,139.0463892,1334.094925,7.133254662,0.029438145,19.623868638,586634,0.6152800556728333,-1.7559087476620712,-0.8934607245671962,8671,161,9.217855462810176,9.06773940337716,13.282156394977752,29181.631579485675,447299.3382586076
Sweden,Euro,comm,5.26483e-4,0,24.98149812,60.128161,18.643501,56.04342372,2.537721731,52701.24611,87.138,4.79,133.982,2.22,20.19856962,0.07,18100,16900,19500,13438.69734,4876.346977,21897.32563,7.474800602,0.016614944,9.893424795571427,10353442,-1.5962115050704628,-0.13336281326801347,0.15707838532003404,602862,12420,12.06749038730397,13.309443593796463,16.152829582776178,6575.023485909324,735581.365115099
Switzerland,Euro,comm,0.002714242,0,215.4653505,46.818188,8.227512,127.1149784,6.713588109,81503.13181,73.7728,5.59,99.739,4.53,18.83799606,0.11,15500,14000,17000,8247.219054,1485.279121,14883.53268,5.619710279,0.016535807,9.400159591999998,8636896,-2.0915530098721358,0.2357444829043554,-0.4463406355069077,531464,8854,11.306845056695273,13.18339074163856,15.97155381697191,5509.302222696672,690139.3741455263
Syrian Arab Republic,EMed,comm,2.79e-5,0,92.06710777,34.802075,38.996815,22.83998221,18.45703471,3046.919776,53.4972,7.21,376.264,1.5,4.691855102,0.05,27100,17200,35800,7313.834825,-53681.13878,74857.46116,8.14223248,0.176318958,26.027721881666665,17500657,-0.9872136084933942,0.9810398720756877,-0.39742584708334316,14551,958,10.738447484168264,9.585414998760278,16.67774898104617,11386.758182849935,75309.34410062434
Tajikistan,Euro,spor,5.08842e-4,3.2e-5,65.57271417,38.861034,71.276093,43.76687981,4.001359519,847.0129108,27.0036,7.11,427.698,4.8,3.085961212,0.03,29400,28300,30500,13008.73759,-3940.785806,32875.47737,13.79266839,0.092774793,14.479621971999999,9537642,-0.7694052436063878,1.1239244415152787,0.44092232812044363,13714,91,10.478439706333008,9.52617248784431,16.070756843061655,42505.820851736724,385801.2284378047
Thailand,SEAs,clust,0.007747411,7.06745e-4,135.8972068,15.870032,100.992541,130.2134678,26.71120801,6705.882145,49.1966,7.04,109.861,2.1,12.40625033,0.04,35200,26600,42200,15301.27518,-56039.78875,84842.56375,1.509847694,0.023598041,2.7073985606,69799978,0.5505100467275919,-0.6825900710038086,0.9038419014041698,23746,79,8.81448301129371,10.075169374225737,18.061144252546306,30992.08071383633,734856.8075479909
The United Kingdom,Euro,comm,0.002085203,0,274.7089819,55.378051,-3.435973,103.6380205,9.062469455,42354.74561,83.141,4.28,122.137,2.54,18.50869564,0.12,169000,163000,174000,148896.7539,77108.41944,218564.6406,11.84400481,0.021864564,4.724461098333332,67215293,-2.161028417786637,0.5820079727563681,-0.4118358407822895,3920665,111684,12.212000848957649,15.181771840236065,18.023411354007013,10285.12591323525,744065.2084935491
Timor-Leste,SEAs,spor,0.002822998,3.61135e-4,85.27047747,-8.874217,125.727539,130.6706106,25.44747468,1352.73491,30.2154,6.86,335.346,5.9,2.878446169,0.02,1300,976,1610,683.0694469,-3339.884482,5474.030074,4.379770268,0.099970392,2.478641202833333,1318442,3.1496807898944637,0.9643505477956291,2.178102599355178,86,0,6.295448641586487,4.454347296253507,14.091961294426044,64465.412904018536,185542.4812012967
Togo,Afri,comm,0.014169022,0.267979536,145.0467733,8.619543,0.824782,97.00906484,27.38863942,630.7471811,41.168,6.15,280.033,0.7,2.887347591,0.02,9030,6920,12000,-6988.748751,-8798.026178,-5205.9954,-6.346943729,0.005362288,7.188341382249999,8278737,1.6315030483521114,0.7153952670998187,-1.1133468091235332,5496,80,8.545386401466882,8.611775833902186,15.929200978494725,177674.53960670572,168530.90030520357
Tokelau,WPac,No_cases,0.001485144,0,277.325,-8.967363,-171.855881,566.3958622,25.21211859,30655.37261,94.546,8.38,204.85,2.9,11.24310827,0.02,5130,2640,7830,683.0694469,8828.830071,7034.926923,2.63359223,0.199718381,-1.6049638332499998,1501,0.36185126527615175,-0.4333706122400508,1.0170031651273008,0,0,11.240125686437228,-Inf,7.313886831633462,26604.521292471687,787191872.0852765
Tonga,WPac,No_cases,4.31417e-4,0,143.3291667,-21.178986,-175.198242,138.2146619,24.96601859,4530.407908,23.1808,11.62,137.016,2.9,2.448589805,0.02,-314,2640,1330,-36.71036136,-460.4417198,464.8818621,-2.879753177,0.120530037,-2.4442846688,105697,0.19464164393473826,-0.42485992632125613,1.038189897283938,0,0,9.344253241829014,-Inf,11.568331789241734,29258.61355573006,6076719.301399283
Trinidad and Tobago,Amer,comm,0.007025826,0,270.9274854,10.691803,-61.222503,133.2558428,26.54560128,17046.54795,53.229,10.97,228.467,3,11.11820802,0.03,982,509,249,2030.960767,-3214.462046,8231.424928,10.99051365,0.109996829,1.1920604165000002,1399491,-0.21661263904447892,-1.5570764799172085,0.5731849682170373,7616,135,9.215511379243415,8.938006576471201,14.1516191570488,18078.477217788466,506902.866828011
Tunisia,EMed,comm,2.74553e-4,0,74.44132338,33.886917,9.537499,22.15569814,20.38518125,3559.418157,68.6486,8.52,318.991,2.3,8.593468556,0.07,72500,59300,84100,23821.48694,838.6820159,50180.63349,17.41487932,0.098730996,14.317614024666666,11818618,-1.1179195638015607,0.46778399696974926,-0.3388397605725648,217753,7257,7.140637653634863,12.291116671887352,16.28518664263272,9659.493377313658,574563.1172781792
Turkey,Euro,comm,6.76e-5,0,106.9601289,38.963745,35.243322,47.59197157,11.66637702,10215.03956,74.6324,12.13,171.285,2.81,8.726283826,0.06,185000,160000,217000,263944.8502,165725.7125,376957.1982,29.88203537,0.056433289,18.379708177142856,84339067,-1.0958559101105538,0.5659004603765647,0.19743266867974085,2539559,26900,11.098297112275217,14.747501001873422,18.25035574385489,8939.688370040898,644567.8608230276
Turkmenistan,Euro,No_cases,7.89533e-4,0,12.45059477,38.969719,59.556278,12.66728359,15.96647058,6593.988709,51.1678,8.2,171.285,4.7,2.518809729,0.04,15200,14700,15800,651.6639967,-17835.57875,22964.61228,0.993891261,0.095094095,23.198554548000004,6031187,-1.2777599756605147,0.49672952141718224,0.2930857965143366,0,0,10.478439706333008,-Inf,15.612454398419022,25919.59894461903,743733.0329833912
Tuvalu,WPac,No_cases,0.001561479,0,383.6,-7.109535,177.64933,257.8530612,28.50463814,3557.193757,61.5014,15.67,412.82,2.1,4.600294583,0.02,116,1390,160,-10.94900492,-142.5641431,148.9395136,-4.973158345,0.23067954,-3.2001938205,11792,0.7449135420198743,-0.4446371194428702,1.2714416243942654,0,0,8.570468520275098,-Inf,9.375176614429117,35204.03875508819,20810210.312075984
Uganda,Afri,comm,0.034092082,0.352851821,213.0617345,1.373333,32.290275,105.5349147,23.50592596,777.8102211,23.203,2.5,213.333,0.5,1.962550187,0.02,73500,55900,95400,20518.52523,-89626.36647,153592.6522,4.536822358,0.093807738,4.38296361775,45741000,2.2456739584528003,-0.8930579430707484,-0.1789031668997614,39860,327,8.160857618456088,10.593128593766785,17.638505609022154,158132.817603463,199798.60519009203
Ukraine,Euro,comm,0.006273921,0,77.0296708,48.379433,31.16558,47.14680837,9.072880128,2741.783444,69.2572,7.11,539.849,8.8,16.70499039,0.06,181000,177000,186000,198226.4677,135682.3877,260060.351,16.93425999,0.020567802,24.239256004999998,44134693,-1.360720490722761,-0.5526890594635495,0.34530048843222094,1261102,23989,9.915689900150376,14.047496499859765,17.60275672048161,23105.9336699136,331862.4420928905
United Arab Emirates,EMed,comm,2.55831e-4,0,135.6091101,23.424076,53.847818,4.720580513,27.55765032,40878.5428,86.2396,17.26,317.84,1.2,1.156549456,0.05,9340,6500,11800,2329.893839,-9060.364022,16011.18996,5.376982598,0.101526201,22.84795408,9890400,-0.6027888114164175,-0.11216032516145735,0.9514043564619017,329293,930,12.76417799904792,12.70470321092625,16.107075147674855,7356.492099409529,932965.0974682521
United Republic of Tanzania,Afri,spor,0.027499238,0.06708198,63.5790788,-6.369028,34.888822,81.42914897,22.90503654,1020.473123,33.0558,5.75,217.288,0.7,2.620541103,0.02,132000,102000,188000,40029.65929,-119145.724,233309.0796,6.252982109,0.09876112,5.9507654799999985,59734213,1.4610170401732057,0.9872058457926665,-1.6147850873333356,509,21,6.295448641586487,6.2324480165505225,17.90541549629106,142027.64019005324,33718.432014832106
