"","country","pscore.mean","pscore.mean.se","pscore.lo","pscore.hi","plo"
"174","Timor-Leste",4.37977026843373,0.0999703921547632,-1.82921266977961,10.508936290159,4.57971105274326
"175","Togo",-6.34694372909839,0.0053622879280395,-6.67599987570595,-6.00583297437748,-6.33621915324231
"176","Tonga",-2.87975317749533,0.120530036998486,-10.1004908374912,4.71773574129954,-2.63869310349836
"177","Trinidad and Tobago",10.9905136480469,0.109996829307439,4.40871161123469,18.0133754793295,11.2105073066617
"178","Tunisia",17.4148793178245,0.0987309960685395,11.5587092299971,23.4588527432492,17.6123413099615
"179","Turkey",29.882035368569,0.0564332893878647,26.8027072867705,33.5297791505937,29.9949019473447
"180","Turkmenistan",0.993891261356325,0.0950940952137816,-5.03440453979076,6.93170006054098,1.18407945178389
"181","Tuvalu",-4.97315834517852,0.230679539967992,-18.8084645292824,9.57645200872912,-4.51179926524253
"182","Uganda",4.53682235830063,0.0938077383378818,-1.06067934079228,10.4030566495171,4.7244378349764
"183","Ukraine",16.9342599929523,0.0205678017410469,15.6735394193122,18.1712731890321,16.9753955964344
"184","United Arab Emirates",5.3769825980773,0.101526201158269,-0.623073438739045,11.6861079278076,5.58003500039384
"185","United Republic of Tanzania",6.25298210850348,0.0987611195152433,0.17775098750031,12.4806076139303,6.45050434753396
"186","United States of America",15.1720590152871,0.0137318554171987,14.3442606498005,16.0321861194871,15.1995227261215
"187","Uruguay",4.89526694713711,0.0180564770602315,3.76030979855066,6.00511391084946,4.93137990125758
"188","Uzbekistan",14.1219466230006,0.0451011211936603,11.2326821360965,16.9569020806808,14.2121488653879
"189","Vanuatu",-1.69632775943149,0.102294067208916,-7.83636474476677,4.6330664356058,-1.49173962501366
"190","Venezuela (Bolivarian Republic of)",6.009649275954,0.0944493665082738,0.12904462471512,12.070503286466,6.19854800897054
"191","Viet Nam",-0.443572351624358,0.23126293133948,-13.0045684693073,14.9027688168315,0.0189535110546011
"192","Yemen",9.45951989010191,0.103214389113312,3.32017084233264,16.5161270480587,9.66594866832853
"193","Zambia",9.64649339036263,0.0972187977346114,3.88121139699128,15.8186363460378,9.84093098583185
"194","Zimbabwe",8.12838235536798,0.0954059224478657,2.43621570325901,14.2036990727632,8.31919420026371
